F6bit,F7bit
1.138006355816401E-9,0.3124361269692935
0.009715910819691975,0.015175281362485598
1.138006355816401E-9,0.005856441371302551
1.138006355816401E-9,0.03135217535195937
1.0242056924791854E-8,0.005856441371302551
1.138006355816401E-9,0.005856441371302551
1.138006355816401E-9,0.16889129104576714
1.138006355816401E-9,0.005856441371302551
0.009715910208995648,0.08899516199220778
0.009715909928907362,0.0870304965309437
