30-0.1,30-0.3,30-0.6,30-0.9,50-0.1,50-0.3,50-0.6,50-0.9,100-0.1,100-0.3,100-0.6,100-0.9,200-0.1,200-0.3,200-0.6,200-0.9
0.0,0.009715909877514417,0.009715909877514362,0.00971970377170267,0.009715909877514362,0.009715909877514362,0.009715909877514417,0.009716072198728054,0.009715909877514362,0.003059771982302839,0.009715909889569274,0.009716578840768042,0.009715909877514362,3.2416497264264876E-10,0.002724818033856602,0.0097177274543091
0.009715909877514417,0.009715909877514362,4.601116105379388E-5,0.0028438719184187833,0.009715909877514362,0.009715909877514362,0.0069208195486014645,0.003165513628905936,0.0,0.0,0.009716033558918147,0.009716186998386278,0.009715909877514417,3.834437631361487E-5,0.00512340064798017,0.009725778659909423
0.037224075107487875,0.009715909877514362,0.009715909877514473,0.009718936813844725,0.0,0.009715909877514362,0.009715909877514417,0.009717606444433868,0.0,0.009715909877514362,0.0032061238688616545,0.002967131808414347,0.009715909877514362,0.004209935724625136,0.009717132180398658,0.0097230730311611
0.009715909877514362,0.009715909877514417,0.009715909877514417,0.009728039827990032,0.009715909877514362,0.009715909877514362,0.009715909877514417,0.00975047923241451,0.0,1.279532035880493E-12,0.0017630508702329295,0.009093503712011342,0.009715909877514362,4.889135687139445E-4,0.009716524322808506,0.009726874808042407
0.009715909877514362,8.644616189545928E-9,2.6728990298874322E-8,0.00971746418426872,0.009715909877514362,0.009715909877514362,8.64925597809929E-9,0.0032571408607387498,0.009715909877514362,0.009715909877514362,0.009715913051737579,0.009716167190879255,3.3711234259825584E-5,0.009715909877736961,1.6672583695837018E-4,0.00971718451360376
0.009715909877514362,0.009715909877514417,1.3504260847857497E-4,0.009727045331790196,0.009715909877514362,3.890893923386152E-6,7.343374075485798E-9,0.00971950268440791,0.0,0.009715909877514362,0.009715991569275162,0.00971616747781956,2.6138194016739336E-4,0.00971590987752291,0.007201046497029739,0.009715913894443762
0.009715909877514362,2.5602748254804908E-8,0.009715952270101136,0.009725795261737336,0.0,0.009715909877514362,7.871577011986375E-6,0.009720206887147087,0.009715909877514362,0.0,2.980363844018452E-5,0.0022700495756020622,0.009715909877514417,0.0024603681249460996,0.009716106579496564,0.009764846964106899
0.009715909877514417,0.009715909877514362,8.897579784061804E-9,4.8613736551206266E-4,0.009715909877514417,0.0,0.003595649070749718,0.0030937794720014566,0.009715909877514362,0.00916599386409539,0.00971590989032034,0.003201042574681845,2.4924506902834764E-13,0.004513360834971503,0.009716856900240045,1.8649091133848827E-4
0.009715909877514362,0.009715909877514362,0.009715909877514417,0.009778750564677696,0.009715909877514362,0.009715909877514362,0.009715909877514473,0.00971754805321956,0.009715909877514362,1.837741756098854E-4,0.009715909900647302,0.009716688221767744,0.009715909877514417,3.8216433804749705E-6,0.009715912900363777,0.009715913387507491
0.009715909877514362,0.009715909877514362,0.009715909877515083,0.009723820145749684,0.009715909877514362,0.009715909877514417,0.009715909877514417,9.645536506330266E-4,0.0,0.0,0.0022411526242764324,0.0074221040593732135,0.009715909877514417,0.007853935277491009,0.009134382201594238,0.00959847839788458
